state,date,cases,deaths,new_cases,new_deaths,death_rate,percent_case_increase,percent_death_increase,days_gt_10,days_gt_100
AM,2020-03-03,0,0,0,0,NaN,NaN,NaN,NA,NA
AM,2020-03-04,0,0,0,0,NaN,NaN,NaN,NA,NA
AM,2020-03-05,0,0,0,0,NaN,NaN,NaN,NA,NA
AM,2020-03-06,0,0,0,0,NaN,NaN,NaN,NA,NA
AM,2020-03-07,0,0,0,0,NaN,NaN,NaN,NA,NA
AM,2020-03-08,0,0,0,0,NaN,NaN,NaN,NA,NA
AM,2020-03-09,0,0,0,0,NaN,NaN,NaN,NA,NA
AM,2020-03-10,0,0,0,0,NaN,NaN,NaN,NA,NA
AM,2020-03-11,0,0,0,0,NaN,NaN,NaN,NA,NA
AM,2020-03-12,0,0,0,0,NaN,NaN,NaN,NA,NA
AM,2020-03-13,0,0,0,0,NaN,NaN,NaN,NA,NA
AM,2020-03-14,0,0,0,0,NaN,NaN,NaN,NA,NA
AM,2020-03-15,1,0,1,0,0,Inf,NaN,NA,NA
AM,2020-03-16,1,0,0,0,0,0,NaN,NA,NA
AM,2020-03-17,1,0,0,0,0,0,NaN,NA,NA
AM,2020-03-18,1,0,0,0,0,0,NaN,NA,NA
AM,2020-03-19,3,0,2,0,0,200,NaN,NA,NA
AM,2020-03-20,3,0,0,0,0,0,NaN,NA,NA
AM,2020-03-21,11,0,8,0,0,266.66666666666663,NaN,0,NA
AM,2020-03-22,26,0,15,0,0,136.36363636363637,NaN,1,NA
AM,2020-03-23,32,0,6,0,0,23.076923076923084,NaN,2,NA
AM,2020-03-24,47,0,15,0,0,46.875,NaN,3,NA
AM,2020-03-25,54,1,7,1,0.018518518518518517,14.893617021276606,Inf,4,NA
AM,2020-03-26,67,1,13,0,0.014925373134328358,24.07407407407407,0,5,NA
AM,2020-03-27,81,1,14,0,0.012345679012345678,20.895522388059696,0,6,NA
AM,2020-03-28,111,1,30,0,0.009009009009009009,37.037037037037045,0,7,0
AM,2020-03-29,140,1,29,0,0.007142857142857143,26.126126126126124,0,8,1
AM,2020-03-30,151,1,11,0,0.006622516556291391,7.857142857142851,0,9,2
AM,2020-03-31,175,3,24,2,0.017142857142857144,15.89403973509933,200,10,3
AM,2020-04-01,200,3,25,0,0.015,14.28571428571428,0,11,4
AM,2020-04-02,229,3,29,0,0.013100436681222707,14.500000000000002,0,12,5
AM,2020-04-03,260,7,31,4,0.026923076923076925,13.53711790393013,133.33333333333334,13,6
AM,2020-04-04,311,12,51,5,0.03858520900321544,19.615384615384613,71.42857142857142,14,7
AM,2020-04-05,417,14,106,2,0.03357314148681055,34.083601286173625,16.666666666666675,15,8
AM,2020-04-06,532,19,115,5,0.03571428571428571,27.577937649880102,35.71428571428572,16,9
AM,2020-04-07,636,23,104,4,0.036163522012578615,19.548872180451138,21.052631578947366,17,10
AM,2020-04-08,804,30,168,7,0.03731343283582089,26.415094339622634,30.434782608695656,18,11
AM,2020-04-09,899,40,95,10,0.04449388209121246,11.815920398009961,33.33333333333333,19,12
AM,2020-04-10,981,50,82,10,0.0509683995922528,9.121245828698555,25,20,13
AM,2020-04-11,1050,53,69,3,0.05047619047619047,7.0336391437308965,6.000000000000005,21,14
AM,2020-04-12,1206,62,156,9,0.05140961857379768,14.857142857142858,16.981132075471695,22,15
AM,2020-04-13,1275,71,69,9,0.05568627450980392,5.721393034825861,14.516129032258075,23,16
AM,2020-04-14,1484,90,209,19,0.06064690026954178,16.39215686274509,26.7605633802817,24,17
AM,2020-04-15,1554,106,70,16,0.0682110682110682,4.716981132075482,17.777777777777782,25,18
RR,2020-02-25,0,0,0,0,NaN,NaN,NaN,NA,NA
RR,2020-02-26,0,0,0,0,NaN,NaN,NaN,NA,NA
RR,2020-02-27,0,0,0,0,NaN,NaN,NaN,NA,NA
RR,2020-02-28,0,0,0,0,NaN,NaN,NaN,NA,NA
RR,2020-02-29,0,0,0,0,NaN,NaN,NaN,NA,NA
RR,2020-03-01,0,0,0,0,NaN,NaN,NaN,NA,NA
RR,2020-03-02,0,0,0,0,NaN,NaN,NaN,NA,NA
RR,2020-03-03,0,0,0,0,NaN,NaN,NaN,NA,NA
RR,2020-03-04,0,0,0,0,NaN,NaN,NaN,NA,NA
RR,2020-03-05,0,0,0,0,NaN,NaN,NaN,NA,NA
RR,2020-03-06,0,0,0,0,NaN,NaN,NaN,NA,NA
RR,2020-03-07,0,0,0,0,NaN,NaN,NaN,NA,NA
RR,2020-03-08,0,0,0,0,NaN,NaN,NaN,NA,NA
RR,2020-03-09,0,0,0,0,NaN,NaN,NaN,NA,NA
RR,2020-03-10,0,0,0,0,NaN,NaN,NaN,NA,NA
RR,2020-03-11,0,0,0,0,NaN,NaN,NaN,NA,NA
RR,2020-03-12,0,0,0,0,NaN,NaN,NaN,NA,NA
RR,2020-03-13,0,0,0,0,NaN,NaN,NaN,NA,NA
RR,2020-03-14,0,0,0,0,NaN,NaN,NaN,NA,NA
RR,2020-03-15,0,0,0,0,NaN,NaN,NaN,NA,NA
RR,2020-03-16,0,0,0,0,NaN,NaN,NaN,NA,NA
RR,2020-03-17,0,0,0,0,NaN,NaN,NaN,NA,NA
RR,2020-03-18,0,0,0,0,NaN,NaN,NaN,NA,NA
RR,2020-03-19,0,0,0,0,NaN,NaN,NaN,NA,NA
RR,2020-03-20,0,0,0,0,NaN,NaN,NaN,NA,NA
RR,2020-03-21,0,0,0,0,NaN,NaN,NaN,NA,NA
RR,2020-03-22,2,0,2,0,0,Inf,NaN,NA,NA
RR,2020-03-23,2,0,0,0,0,0,NaN,NA,NA
RR,2020-03-24,2,0,0,0,0,0,NaN,NA,NA
RR,2020-03-25,8,0,6,0,0,300,NaN,NA,NA
RR,2020-03-26,8,0,0,0,0,0,NaN,NA,NA
RR,2020-03-27,10,0,2,0,0,25,NaN,0,NA
RR,2020-03-28,12,0,2,0,0,19.999999999999996,NaN,1,NA
RR,2020-03-29,16,0,4,0,0,33.33333333333333,NaN,2,NA
RR,2020-03-30,16,0,0,0,0,0,NaN,3,NA
RR,2020-03-31,16,0,0,0,0,0,NaN,4,NA
RR,2020-04-01,22,0,6,0,0,37.5,NaN,5,NA
RR,2020-04-02,26,0,4,0,0,18.181818181818187,NaN,6,NA
RR,2020-04-03,30,0,4,0,0,15.384615384615374,NaN,7,NA
RR,2020-04-04,37,1,7,1,0.02702702702702703,23.33333333333334,Inf,8,NA
RR,2020-04-05,42,1,5,0,0.023809523809523808,13.513513513513509,0,9,NA
RR,2020-04-06,42,1,0,0,0.023809523809523808,0,0,10,NA
RR,2020-04-07,42,1,0,0,0.023809523809523808,0,0,11,NA
RR,2020-04-08,49,1,7,0,0.02040816326530612,16.666666666666675,0,12,NA
RR,2020-04-09,52,1,3,0,0.019230769230769232,6.1224489795918435,0,13,NA
RR,2020-04-10,63,3,11,2,0.047619047619047616,21.153846153846146,200,14,NA
RR,2020-04-11,75,3,12,0,0.04,19.047619047619047,0,15,NA
RR,2020-04-12,79,3,4,0,0.0379746835443038,5.333333333333323,0,16,NA
RR,2020-04-13,83,3,4,0,0.03614457831325301,5.063291139240511,0,17,NA
RR,2020-04-14,113,3,30,0,0.02654867256637168,36.14457831325302,0,18,0
RR,2020-04-15,114,3,1,0,0.02631578947368421,0.8849557522123908,0,19,1
PA,2020-02-25,0,0,0,0,NaN,NaN,NaN,NA,NA
PA,2020-02-26,0,0,0,0,NaN,NaN,NaN,NA,NA
PA,2020-02-27,0,0,0,0,NaN,NaN,NaN,NA,NA
PA,2020-02-28,0,0,0,0,NaN,NaN,NaN,NA,NA
PA,2020-02-29,0,0,0,0,NaN,NaN,NaN,NA,NA
PA,2020-03-01,0,0,0,0,NaN,NaN,NaN,NA,NA
PA,2020-03-02,0,0,0,0,NaN,NaN,NaN,NA,NA
PA,2020-03-03,0,0,0,0,NaN,NaN,NaN,NA,NA
PA,2020-03-04,0,0,0,0,NaN,NaN,NaN,NA,NA
PA,2020-03-05,0,0,0,0,NaN,NaN,NaN,NA,NA
PA,2020-03-06,0,0,0,0,NaN,NaN,NaN,NA,NA
PA,2020-03-07,0,0,0,0,NaN,NaN,NaN,NA,NA
PA,2020-03-08,0,0,0,0,NaN,NaN,NaN,NA,NA
PA,2020-03-09,0,0,0,0,NaN,NaN,NaN,NA,NA
PA,2020-03-10,0,0,0,0,NaN,NaN,NaN,NA,NA
PA,2020-03-11,0,0,0,0,NaN,NaN,NaN,NA,NA
PA,2020-03-12,0,0,0,0,NaN,NaN,NaN,NA,NA
PA,2020-03-13,0,0,0,0,NaN,NaN,NaN,NA,NA
PA,2020-03-14,0,0,0,0,NaN,NaN,NaN,NA,NA
PA,2020-03-15,0,0,0,0,NaN,NaN,NaN,NA,NA
PA,2020-03-16,0,0,0,0,NaN,NaN,NaN,NA,NA
PA,2020-03-17,0,0,0,0,NaN,NaN,NaN,NA,NA
PA,2020-03-18,0,0,0,0,NaN,NaN,NaN,NA,NA
PA,2020-03-19,1,0,1,0,0,Inf,NaN,NA,NA
PA,2020-03-20,2,0,1,0,0,100,NaN,NA,NA
PA,2020-03-21,2,0,0,0,0,0,NaN,NA,NA
PA,2020-03-22,4,0,2,0,0,100,NaN,NA,NA
PA,2020-03-23,5,0,1,0,0,25,NaN,NA,NA
PA,2020-03-24,5,0,0,0,0,0,NaN,NA,NA
PA,2020-03-25,7,0,2,0,0,39.99999999999999,NaN,NA,NA
PA,2020-03-26,13,0,6,0,0,85.71428571428572,NaN,0,NA
PA,2020-03-27,13,0,0,0,0,0,NaN,1,NA
PA,2020-03-28,17,0,4,0,0,30.76923076923077,NaN,2,NA
PA,2020-03-29,18,0,1,0,0,5.882352941176472,NaN,3,NA
PA,2020-03-30,21,0,3,0,0,16.666666666666675,NaN,4,NA
PA,2020-03-31,32,0,11,0,0,52.38095238095237,NaN,5,NA
PA,2020-04-01,40,1,8,1,0.025,25,Inf,6,NA
PA,2020-04-02,46,1,6,0,0.021739130434782608,14.999999999999991,0,7,NA
PA,2020-04-03,50,1,4,0,0.02,8.695652173913038,0,8,NA
PA,2020-04-04,80,1,30,0,0.0125,60.00000000000001,0,9,NA
PA,2020-04-05,86,1,6,0,0.011627906976744186,7.499999999999996,0,10,NA
PA,2020-04-06,102,3,16,2,0.029411764705882353,18.60465116279071,200,11,0
PA,2020-04-07,138,5,36,2,0.036231884057971016,35.29411764705883,66.66666666666667,12,1
PA,2020-04-08,167,6,29,1,0.03592814371257485,21.014492753623195,19.999999999999996,13,2
PA,2020-04-09,168,7,1,1,0.041666666666666664,0.5988023952095745,16.666666666666675,14,3
PA,2020-04-10,170,9,2,2,0.052941176470588235,1.1904761904761862,28.57142857142858,15,4
PA,2020-04-11,217,10,47,1,0.04608294930875576,27.647058823529402,11.111111111111116,16,5
PA,2020-04-12,246,13,29,3,0.052845528455284556,13.364055299539167,30.000000000000004,17,6
PA,2020-04-13,270,15,24,2,0.05555555555555555,9.756097560975618,15.384615384615374,18,7
PA,2020-04-14,323,19,53,4,0.058823529411764705,19.62962962962962,26.66666666666666,19,8
PA,2020-04-15,384,21,61,2,0.0546875,18.885448916408663,10.526315789473696,20,9
AP,2020-02-25,0,0,0,0,NaN,NaN,NaN,NA,NA
AP,2020-02-26,0,0,0,0,NaN,NaN,NaN,NA,NA
AP,2020-02-27,0,0,0,0,NaN,NaN,NaN,NA,NA
AP,2020-02-28,0,0,0,0,NaN,NaN,NaN,NA,NA
AP,2020-02-29,0,0,0,0,NaN,NaN,NaN,NA,NA
AP,2020-03-01,0,0,0,0,NaN,NaN,NaN,NA,NA
AP,2020-03-02,0,0,0,0,NaN,NaN,NaN,NA,NA
AP,2020-03-03,0,0,0,0,NaN,NaN,NaN,NA,NA
AP,2020-03-04,0,0,0,0,NaN,NaN,NaN,NA,NA
AP,2020-03-05,0,0,0,0,NaN,NaN,NaN,NA,NA
AP,2020-03-06,0,0,0,0,NaN,NaN,NaN,NA,NA
AP,2020-03-07,0,0,0,0,NaN,NaN,NaN,NA,NA
AP,2020-03-08,0,0,0,0,NaN,NaN,NaN,NA,NA
AP,2020-03-09,0,0,0,0,NaN,NaN,NaN,NA,NA
AP,2020-03-10,0,0,0,0,NaN,NaN,NaN,NA,NA
AP,2020-03-11,0,0,0,0,NaN,NaN,NaN,NA,NA
AP,2020-03-12,0,0,0,0,NaN,NaN,NaN,NA,NA
AP,2020-03-13,0,0,0,0,NaN,NaN,NaN,NA,NA
AP,2020-03-14,0,0,0,0,NaN,NaN,NaN,NA,NA
AP,2020-03-15,0,0,0,0,NaN,NaN,NaN,NA,NA
AP,2020-03-16,0,0,0,0,NaN,NaN,NaN,NA,NA
AP,2020-03-17,0,0,0,0,NaN,NaN,NaN,NA,NA
AP,2020-03-18,0,0,0,0,NaN,NaN,NaN,NA,NA
AP,2020-03-19,0,0,0,0,NaN,NaN,NaN,NA,NA
AP,2020-03-20,1,0,1,0,0,Inf,NaN,NA,NA
AP,2020-03-21,1,0,0,0,0,0,NaN,NA,NA
AP,2020-03-22,1,0,0,0,0,0,NaN,NA,NA
AP,2020-03-23,1,0,0,0,0,0,NaN,NA,NA
AP,2020-03-24,1,0,0,0,0,0,NaN,NA,NA
AP,2020-03-25,1,0,0,0,0,0,NaN,NA,NA
AP,2020-03-26,2,0,1,0,0,100,NaN,NA,NA
AP,2020-03-27,2,0,0,0,0,0,NaN,NA,NA
AP,2020-03-28,4,0,2,0,0,100,NaN,NA,NA
AP,2020-03-29,4,0,0,0,0,0,NaN,NA,NA
AP,2020-03-30,8,0,4,0,0,100,NaN,NA,NA
AP,2020-03-31,10,0,2,0,0,25,NaN,0,NA
AP,2020-04-01,11,0,1,0,0,10.000000000000009,NaN,1,NA
AP,2020-04-02,11,0,0,0,0,0,NaN,2,NA
AP,2020-04-03,19,0,8,0,0,72.72727272727273,NaN,3,NA
AP,2020-04-04,28,1,9,1,0.03571428571428571,47.36842105263157,Inf,4,NA
AP,2020-04-05,29,2,1,1,0.06896551724137931,3.571428571428581,100,5,NA
AP,2020-04-06,34,2,5,0,0.058823529411764705,17.24137931034482,0,6,NA
AP,2020-04-07,48,2,14,0,0.041666666666666664,41.176470588235304,0,7,NA
AP,2020-04-08,107,2,59,0,0.018691588785046728,122.91666666666666,0,8,0
AP,2020-04-09,128,2,21,0,0.015625,19.626168224299057,0,9,1
AP,2020-04-10,166,2,38,0,0.012048192771084338,29.6875,0,10,2
AP,2020-04-11,193,3,27,1,0.015544041450777202,16.26506024096386,50,11,3
AP,2020-04-12,230,5,37,2,0.021739130434782608,19.17098445595855,66.66666666666667,12,4
AP,2020-04-13,242,5,12,0,0.02066115702479339,5.217391304347818,0,13,5
AP,2020-04-14,307,6,65,1,0.019543973941368076,26.859504132231415,19.999999999999996,14,6
AP,2020-04-15,334,7,27,1,0.020958083832335328,8.794788273615639,16.666666666666675,15,7
TO,2020-02-25,0,0,0,0,NaN,NaN,NaN,NA,NA
TO,2020-02-26,0,0,0,0,NaN,NaN,NaN,NA,NA
TO,2020-02-27,0,0,0,0,NaN,NaN,NaN,NA,NA
TO,2020-02-28,0,0,0,0,NaN,NaN,NaN,NA,NA
TO,2020-02-29,0,0,0,0,NaN,NaN,NaN,NA,NA
TO,2020-03-01,0,0,0,0,NaN,NaN,NaN,NA,NA
TO,2020-03-02,0,0,0,0,NaN,NaN,NaN,NA,NA
TO,2020-03-03,0,0,0,0,NaN,NaN,NaN,NA,NA
TO,2020-03-04,0,0,0,0,NaN,NaN,NaN,NA,NA
TO,2020-03-05,0,0,0,0,NaN,NaN,NaN,NA,NA
TO,2020-03-06,0,0,0,0,NaN,NaN,NaN,NA,NA
TO,2020-03-07,0,0,0,0,NaN,NaN,NaN,NA,NA
TO,2020-03-08,0,0,0,0,NaN,NaN,NaN,NA,NA
TO,2020-03-09,0,0,0,0,NaN,NaN,NaN,NA,NA
TO,2020-03-10,0,0,0,0,NaN,NaN,NaN,NA,NA
TO,2020-03-11,0,0,0,0,NaN,NaN,NaN,NA,NA
TO,2020-03-12,0,0,0,0,NaN,NaN,NaN,NA,NA
TO,2020-03-13,0,0,0,0,NaN,NaN,NaN,NA,NA
TO,2020-03-14,0,0,0,0,NaN,NaN,NaN,NA,NA
TO,2020-03-15,0,0,0,0,NaN,NaN,NaN,NA,NA
TO,2020-03-16,0,0,0,0,NaN,NaN,NaN,NA,NA
TO,2020-03-17,0,0,0,0,NaN,NaN,NaN,NA,NA
TO,2020-03-18,0,0,0,0,NaN,NaN,NaN,NA,NA
TO,2020-03-19,1,0,1,0,0,Inf,NaN,NA,NA
TO,2020-03-20,1,0,0,0,0,0,NaN,NA,NA
TO,2020-03-21,2,0,1,0,0,100,NaN,NA,NA
TO,2020-03-22,2,0,0,0,0,0,NaN,NA,NA
TO,2020-03-23,5,0,3,0,0,150,NaN,NA,NA
TO,2020-03-24,7,0,2,0,0,39.99999999999999,NaN,NA,NA
TO,2020-03-25,7,0,0,0,0,0,NaN,NA,NA
TO,2020-03-26,7,0,0,0,0,0,NaN,NA,NA
TO,2020-03-27,8,0,1,0,0,14.28571428571428,NaN,NA,NA
TO,2020-03-28,9,0,1,0,0,12.5,NaN,NA,NA
TO,2020-03-29,9,0,0,0,0,0,NaN,NA,NA
TO,2020-03-30,10,0,1,0,0,11.111111111111116,NaN,0,NA
TO,2020-03-31,11,0,1,0,0,10.000000000000009,NaN,1,NA
TO,2020-04-01,12,0,1,0,0,9.090909090909083,NaN,2,NA
TO,2020-04-02,12,0,0,0,0,0,NaN,3,NA
TO,2020-04-03,12,0,0,0,0,0,NaN,4,NA
TO,2020-04-04,14,0,2,0,0,16.666666666666675,NaN,5,NA
TO,2020-04-05,17,0,3,0,0,21.42857142857142,NaN,6,NA
TO,2020-04-06,17,0,0,0,0,0,NaN,7,NA
TO,2020-04-07,19,0,2,0,0,11.764705882352944,NaN,8,NA
TO,2020-04-08,23,0,4,0,0,21.052631578947366,NaN,9,NA
TO,2020-04-09,23,0,0,0,0,0,NaN,10,NA
TO,2020-04-10,23,0,0,0,0,0,NaN,11,NA
TO,2020-04-11,23,0,0,0,0,0,NaN,12,NA
TO,2020-04-12,25,0,2,0,0,8.695652173913038,NaN,13,NA
TO,2020-04-13,26,0,1,0,0,4.0000000000000036,NaN,14,NA
TO,2020-04-14,26,0,0,0,0,0,NaN,15,NA
TO,2020-04-15,26,1,0,1,0.038461538461538464,0,Inf,16,NA
MA,2020-02-25,0,0,0,0,NaN,NaN,NaN,NA,NA
MA,2020-02-26,0,0,0,0,NaN,NaN,NaN,NA,NA
MA,2020-02-27,0,0,0,0,NaN,NaN,NaN,NA,NA
MA,2020-02-28,0,0,0,0,NaN,NaN,NaN,NA,NA
MA,2020-02-29,0,0,0,0,NaN,NaN,NaN,NA,NA
MA,2020-03-01,0,0,0,0,NaN,NaN,NaN,NA,NA
MA,2020-03-02,0,0,0,0,NaN,NaN,NaN,NA,NA
MA,2020-03-03,0,0,0,0,NaN,NaN,NaN,NA,NA
MA,2020-03-04,0,0,0,0,NaN,NaN,NaN,NA,NA
MA,2020-03-05,0,0,0,0,NaN,NaN,NaN,NA,NA
MA,2020-03-06,0,0,0,0,NaN,NaN,NaN,NA,NA
MA,2020-03-07,0,0,0,0,NaN,NaN,NaN,NA,NA
MA,2020-03-08,0,0,0,0,NaN,NaN,NaN,NA,NA
MA,2020-03-09,0,0,0,0,NaN,NaN,NaN,NA,NA
MA,2020-03-10,0,0,0,0,NaN,NaN,NaN,NA,NA
MA,2020-03-11,0,0,0,0,NaN,NaN,NaN,NA,NA
MA,2020-03-12,0,0,0,0,NaN,NaN,NaN,NA,NA
MA,2020-03-13,0,0,0,0,NaN,NaN,NaN,NA,NA
MA,2020-03-14,0,0,0,0,NaN,NaN,NaN,NA,NA
